车辆类型,排放类型,speed_kmh,acceleration_m/s2,排放因子_g/s
厢式货车,PM2.5,14,8.2,0.0006421944
厢式货车,PM2.5,15,8.2,0.0006421944
厢式货车,PM2.5,16,8.2,0.0006421944
厢式货车,PM2.5,17,8.2,0.0006421944
厢式货车,PM2.5,18,8.2,0.0006421944
厢式货车,PM2.5,19,8.2,0.0006421944
厢式货车,PM2.5,20,8.2,0.0006421944
厢式货车,PM2.5,21,8.2,0.0006421944
厢式货车,PM2.5,22,8.2,0.0006421944
厢式货车,PM2.5,23,8.2,0.0006421944
厢式货车,PM2.5,24,8.2,0.0006421944
厢式货车,PM2.5,25,8.2,0.0006421944
厢式货车,PM2.5,26,8.2,0.0006421944
厢式货车,PM2.5,27,8.2,0.0006421944
厢式货车,PM2.5,28,8.2,0.0006421944
厢式货车,PM2.5,29,8.2,0.0006421944
厢式货车,PM2.5,30,8.2,0.0006421944
厢式货车,PM2.5,31,8.2,0.0006421944
厢式货车,PM2.5,32,8.2,0.0006421944
厢式货车,PM2.5,33,8.2,0.0006421944
厢式货车,PM2.5,34,8.2,0.0006421944
厢式货车,PM2.5,35,8.2,0.0006421944
厢式货车,PM2.5,36,8.2,0.0006421944
厢式货车,PM2.5,37,8.2,0.0006421944
厢式货车,PM2.5,38,8.2,0.0006421944
厢式货车,PM2.5,39,8.2,0.0006421944
厢式货车,PM2.5,40,8.2,0.0006421944
厢式货车,PM2.5,41,8.2,0.008757472
厢式货车,PM2.5,42,8.2,0.008757472
厢式货车,PM2.5,43,8.2,0.008757472
厢式货车,PM2.5,44,8.2,0.008757472
厢式货车,PM2.5,45,8.2,0.008757472
厢式货车,PM2.5,46,8.2,0.008757472
厢式货车,PM2.5,47,8.2,0.008757472
厢式货车,PM2.5,48,8.2,0.008757472
厢式货车,PM2.5,49,8.2,0.008757472
厢式货车,PM2.5,50,8.2,0.008757472
厢式货车,PM2.5,51,8.2,0.008757472
厢式货车,PM2.5,52,8.2,0.008757472
厢式货车,PM2.5,53,8.2,0.008757472
厢式货车,PM2.5,54,8.2,0.008757472
厢式货车,PM2.5,55,8.2,0.008757472
厢式货车,PM2.5,56,8.2,0.008757472
厢式货车,PM2.5,57,8.2,0.008757472
厢式货车,PM2.5,58,8.2,0.008757472
厢式货车,PM2.5,59,8.2,0.008757472
厢式货车,PM2.5,60,8.2,0.008757472
厢式货车,PM2.5,61,8.2,0.008757472
厢式货车,PM2.5,62,8.2,0.008757472
厢式货车,PM2.5,63,8.2,0.008757472
厢式货车,PM2.5,64,8.2,0.008757472
厢式货车,PM2.5,65,8.2,0.008757472
厢式货车,PM2.5,66,8.2,0.008757472
厢式货车,PM2.5,67,8.2,0.008757472
厢式货车,PM2.5,68,8.2,0.008757472
厢式货车,PM2.5,69,8.2,0.008757472
厢式货车,PM2.5,70,8.2,0.008757472
厢式货车,PM2.5,71,8.2,0.008757472
厢式货车,PM2.5,72,8.2,0.008757472
厢式货车,PM2.5,73,8.2,0.008757472
厢式货车,PM2.5,74,8.2,0.008757472
厢式货车,PM2.5,75,8.2,0.008757472
厢式货车,PM2.5,76,8.2,0.008757472
厢式货车,PM2.5,77,8.2,0.008757472
厢式货车,PM2.5,78,8.2,0.008757472
厢式货车,PM2.5,79,8.2,0.008757472
厢式货车,PM2.5,80,8.2,0.008757472
厢式货车,PM2.5,81,8.2,0.001178306
厢式货车,PM2.5,82,8.2,0.001178306
厢式货车,PM2.5,83,8.2,0.001178306
厢式货车,PM2.5,84,8.2,0.001178306
厢式货车,PM2.5,85,8.2,0.001178306
厢式货车,PM2.5,86,8.2,0.001178306
厢式货车,PM2.5,87,8.2,0.001178306
厢式货车,PM2.5,88,8.2,0.001178306
厢式货车,PM2.5,89,8.2,0.001178306
厢式货车,PM2.5,90,8.2,0.001178306
厢式货车,PM2.5,91,8.2,0.001178306
厢式货车,PM2.5,92,8.2,0.001178306
厢式货车,PM2.5,93,8.2,0.001178306
厢式货车,PM2.5,94,8.2,0.001178306
厢式货车,PM2.5,95,8.2,0.001178306
厢式货车,PM2.5,96,8.2,0.001178306
厢式货车,PM2.5,97,8.2,0.001178306
厢式货车,PM2.5,98,8.2,0.001178306
厢式货车,PM2.5,99,8.2,0.001178306
厢式货车,PM2.5,100,8.2,0.001178306
厢式货车,PM2.5,101,8.2,0.001178306
厢式货车,PM2.5,102,8.2,0.001178306
厢式货车,PM2.5,103,8.2,0.001178306
厢式货车,PM2.5,104,8.2,0.001178306
厢式货车,PM2.5,105,8.2,0.001178306
厢式货车,PM2.5,106,8.2,0.001178306
厢式货车,PM2.5,107,8.2,0.001178306
厢式货车,PM2.5,108,8.2,0.001178306
厢式货车,PM2.5,109,8.2,0.001178306
厢式货车,PM2.5,110,8.2,0.001178306
厢式货车,PM2.5,111,8.2,0.001178306
厢式货车,PM2.5,112,8.2,0.001178306
厢式货车,PM2.5,113,8.2,0.001178306
厢式货车,PM2.5,114,8.2,0.001178306
厢式货车,PM2.5,115,8.2,0.001178306
厢式货车,PM2.5,116,8.2,0.001178306
厢式货车,PM2.5,117,8.2,0.001178306
厢式货车,PM2.5,118,8.2,0.001178306
厢式货车,PM2.5,119,8.2,0.001178306
厢式货车,PM2.5,120,8.2,0.001178306
厢式货车,PM2.5,121,8.2,0.001178306
厢式货车,PM2.5,122,8.2,0.001178306
厢式货车,PM2.5,123,8.2,0.001178306
厢式货车,PM2.5,124,8.2,0.001178306
厢式货车,PM2.5,125,8.2,0.001178306
厢式货车,PM2.5,126,8.2,0.001178306
厢式货车,PM2.5,127,8.2,0.001178306
厢式货车,PM2.5,128,8.2,0.001178306
厢式货车,PM2.5,129,8.2,0.001178306
厢式货车,PM2.5,130,8.2,0.001178306
厢式货车,PM2.5,131,8.2,0.001178306
厢式货车,PM2.5,132,8.2,0.001178306
厢式货车,PM2.5,133,8.2,0.001178306
厢式货车,PM2.5,134,8.2,0.001178306
厢式货车,PM2.5,135,8.2,0.001178306
厢式货车,PM2.5,136,8.2,0.001178306
厢式货车,PM2.5,137,8.2,0.001178306
厢式货车,PM2.5,138,8.2,0.001178306
厢式货车,PM2.5,139,8.2,0.001178306
厢式货车,PM2.5,140,8.2,0.001178306
厢式货车,PM2.5,0,8.3,4.121083e-05
厢式货车,PM2.5,1,8.3,4.121083e-05
厢式货车,PM2.5,2,8.3,7.146806e-05
厢式货车,PM2.5,3,8.3,0.0001708694
厢式货车,PM2.5,4,8.3,0.0001708694
厢式货车,PM2.5,5,8.3,0.0001708694
厢式货车,PM2.5,6,8.3,0.0002074083
厢式货车,PM2.5,7,8.3,0.0002074083
厢式货车,PM2.5,8,8.3,0.0003377556
厢式货车,PM2.5,9,8.3,0.0003377556
厢式货车,PM2.5,10,8.3,0.0003377556
厢式货车,PM2.5,11,8.3,0.0006421944
厢式货车,PM2.5,12,8.3,0.0006421944
厢式货车,PM2.5,13,8.3,0.0006421944
厢式货车,PM2.5,14,8.3,0.0006421944
厢式货车,PM2.5,15,8.3,0.0006421944
厢式货车,PM2.5,16,8.3,0.0006421944
厢式货车,PM2.5,17,8.3,0.0006421944
厢式货车,PM2.5,18,8.3,0.0006421944
厢式货车,PM2.5,19,8.3,0.0006421944
厢式货车,PM2.5,20,8.3,0.0006421944
厢式货车,PM2.5,21,8.3,0.0006421944
厢式货车,PM2.5,22,8.3,0.0006421944
厢式货车,PM2.5,23,8.3,0.0006421944
厢式货车,PM2.5,24,8.3,0.0006421944
厢式货车,PM2.5,25,8.3,0.0006421944
厢式货车,PM2.5,26,8.3,0.0006421944
厢式货车,PM2.5,27,8.3,0.0006421944
厢式货车,PM2.5,28,8.3,0.0006421944
厢式货车,PM2.5,29,8.3,0.0006421944
厢式货车,PM2.5,30,8.3,0.0006421944
厢式货车,PM2.5,31,8.3,0.0006421944
厢式货车,PM2.5,32,8.3,0.0006421944
厢式货车,PM2.5,33,8.3,0.0006421944
厢式货车,PM2.5,34,8.3,0.0006421944
厢式货车,PM2.5,35,8.3,0.0006421944
厢式货车,PM2.5,36,8.3,0.0006421944
厢式货车,PM2.5,37,8.3,0.0006421944
厢式货车,PM2.5,38,8.3,0.0006421944
厢式货车,PM2.5,39,8.3,0.0006421944
厢式货车,PM2.5,40,8.3,0.0006421944
厢式货车,PM2.5,41,8.3,0.008757472
厢式货车,PM2.5,42,8.3,0.008757472
厢式货车,PM2.5,43,8.3,0.008757472
厢式货车,PM2.5,44,8.3,0.008757472
厢式货车,PM2.5,45,8.3,0.008757472
厢式货车,PM2.5,46,8.3,0.008757472
厢式货车,PM2.5,47,8.3,0.008757472
厢式货车,PM2.5,48,8.3,0.008757472
厢式货车,PM2.5,49,8.3,0.008757472
厢式货车,PM2.5,50,8.3,0.008757472
厢式货车,PM2.5,51,8.3,0.008757472
厢式货车,PM2.5,52,8.3,0.008757472
厢式货车,PM2.5,53,8.3,0.008757472
厢式货车,PM2.5,54,8.3,0.008757472
厢式货车,PM2.5,55,8.3,0.008757472
厢式货车,PM2.5,56,8.3,0.008757472
厢式货车,PM2.5,57,8.3,0.008757472
厢式货车,PM2.5,58,8.3,0.008757472
厢式货车,PM2.5,59,8.3,0.008757472
厢式货车,PM2.5,60,8.3,0.008757472
厢式货车,PM2.5,61,8.3,0.008757472
厢式货车,PM2.5,62,8.3,0.008757472
厢式货车,PM2.5,63,8.3,0.008757472
厢式货车,PM2.5,64,8.3,0.008757472
厢式货车,PM2.5,65,8.3,0.008757472
厢式货车,PM2.5,66,8.3,0.008757472
厢式货车,PM2.5,67,8.3,0.008757472
厢式货车,PM2.5,68,8.3,0.008757472
厢式货车,PM2.5,69,8.3,0.008757472
厢式货车,PM2.5,70,8.3,0.008757472
厢式货车,PM2.5,71,8.3,0.008757472
厢式货车,PM2.5,72,8.3,0.008757472
厢式货车,PM2.5,73,8.3,0.008757472
厢式货车,PM2.5,74,8.3,0.008757472
厢式货车,PM2.5,75,8.3,0.008757472
厢式货车,PM2.5,76,8.3,0.008757472
厢式货车,PM2.5,77,8.3,0.008757472
厢式货车,PM2.5,78,8.3,0.008757472
厢式货车,PM2.5,79,8.3,0.008757472
厢式货车,PM2.5,80,8.3,0.008757472
厢式货车,PM2.5,81,8.3,0.001178306
厢式货车,PM2.5,82,8.3,0.001178306
厢式货车,PM2.5,83,8.3,0.001178306
厢式货车,PM2.5,84,8.3,0.001178306
厢式货车,PM2.5,85,8.3,0.001178306
厢式货车,PM2.5,86,8.3,0.001178306
厢式货车,PM2.5,87,8.3,0.001178306
厢式货车,PM2.5,88,8.3,0.001178306
厢式货车,PM2.5,89,8.3,0.001178306
厢式货车,PM2.5,90,8.3,0.001178306
厢式货车,PM2.5,91,8.3,0.001178306
厢式货车,PM2.5,92,8.3,0.001178306
厢式货车,PM2.5,93,8.3,0.001178306
厢式货车,PM2.5,94,8.3,0.001178306
厢式货车,PM2.5,95,8.3,0.001178306
厢式货车,PM2.5,96,8.3,0.001178306
厢式货车,PM2.5,97,8.3,0.001178306
厢式货车,PM2.5,98,8.3,0.001178306
厢式货车,PM2.5,99,8.3,0.001178306
厢式货车,PM2.5,100,8.3,0.001178306
厢式货车,PM2.5,101,8.3,0.001178306
厢式货车,PM2.5,102,8.3,0.001178306
厢式货车,PM2.5,103,8.3,0.001178306
厢式货车,PM2.5,104,8.3,0.001178306
厢式货车,PM2.5,105,8.3,0.001178306
厢式货车,PM2.5,106,8.3,0.001178306
厢式货车,PM2.5,107,8.3,0.001178306
厢式货车,PM2.5,108,8.3,0.001178306
厢式货车,PM2.5,109,8.3,0.001178306
厢式货车,PM2.5,110,8.3,0.001178306
厢式货车,PM2.5,111,8.3,0.001178306
厢式货车,PM2.5,112,8.3,0.001178306
厢式货车,PM2.5,113,8.3,0.001178306
厢式货车,PM2.5,114,8.3,0.001178306
厢式货车,PM2.5,115,8.3,0.001178306
厢式货车,PM2.5,116,8.3,0.001178306
厢式货车,PM2.5,117,8.3,0.001178306
厢式货车,PM2.5,118,8.3,0.001178306
厢式货车,PM2.5,119,8.3,0.001178306
厢式货车,PM2.5,120,8.3,0.001178306
厢式货车,PM2.5,121,8.3,0.001178306
厢式货车,PM2.5,122,8.3,0.001178306
厢式货车,PM2.5,123,8.3,0.001178306
厢式货车,PM2.5,124,8.3,0.001178306
厢式货车,PM2.5,125,8.3,0.001178306
厢式货车,PM2.5,126,8.3,0.001178306
厢式货车,PM2.5,127,8.3,0.001178306
厢式货车,PM2.5,128,8.3,0.001178306
厢式货车,PM2.5,129,8.3,0.001178306
厢式货车,PM2.5,130,8.3,0.001178306
厢式货车,PM2.5,131,8.3,0.001178306
厢式货车,PM2.5,132,8.3,0.001178306
厢式货车,PM2.5,133,8.3,0.001178306
厢式货车,PM2.5,134,8.3,0.001178306
厢式货车,PM2.5,135,8.3,0.001178306
厢式货车,PM2.5,136,8.3,0.001178306
厢式货车,PM2.5,137,8.3,0.001178306
厢式货车,PM2.5,138,8.3,0.001178306
厢式货车,PM2.5,139,8.3,0.001178306
厢式货车,PM2.5,140,8.3,0.001178306
厢式货车,PM2.5,0,8.4,4.121083e-05
厢式货车,PM2.5,1,8.4,4.121083e-05
厢式货车,PM2.5,2,8.4,7.146806e-05
厢式货车,PM2.5,3,8.4,0.0001708694
厢式货车,PM2.5,4,8.4,0.0001708694
厢式货车,PM2.5,5,8.4,0.0001708694
厢式货车,PM2.5,6,8.4,0.0002074083
厢式货车,PM2.5,7,8.4,0.0002074083
厢式货车,PM2.5,8,8.4,0.0003377556
厢式货车,PM2.5,9,8.4,0.0003377556
厢式货车,PM2.5,10,8.4,0.0003377556
厢式货车,PM2.5,11,8.4,0.0006421944
厢式货车,PM2.5,12,8.4,0.0006421944
厢式货车,PM2.5,13,8.4,0.0006421944
厢式货车,PM2.5,14,8.4,0.0006421944
厢式货车,PM2.5,15,8.4,0.0006421944
厢式货车,PM2.5,16,8.4,0.0006421944
厢式货车,PM2.5,17,8.4,0.0006421944
厢式货车,PM2.5,18,8.4,0.0006421944
厢式货车,PM2.5,19,8.4,0.0006421944
厢式货车,PM2.5,20,8.4,0.0006421944
厢式货车,PM2.5,21,8.4,0.0006421944
厢式货车,PM2.5,22,8.4,0.0006421944
厢式货车,PM2.5,23,8.4,0.0006421944
厢式货车,PM2.5,24,8.4,0.0006421944
厢式货车,PM2.5,25,8.4,0.0006421944
厢式货车,PM2.5,26,8.4,0.0006421944
厢式货车,PM2.5,27,8.4,0.0006421944
厢式货车,PM2.5,28,8.4,0.0006421944
厢式货车,PM2.5,29,8.4,0.0006421944
厢式货车,PM2.5,30,8.4,0.0006421944
厢式货车,PM2.5,31,8.4,0.0006421944
厢式货车,PM2.5,32,8.4,0.0006421944
厢式货车,PM2.5,33,8.4,0.0006421944
厢式货车,PM2.5,34,8.4,0.0006421944
厢式货车,PM2.5,35,8.4,0.0006421944
厢式货车,PM2.5,36,8.4,0.0006421944
厢式货车,PM2.5,37,8.4,0.0006421944
厢式货车,PM2.5,38,8.4,0.0006421944
厢式货车,PM2.5,39,8.4,0.0006421944
厢式货车,PM2.5,40,8.4,0.0006421944
厢式货车,PM2.5,41,8.4,0.008757472
厢式货车,PM2.5,42,8.4,0.008757472
厢式货车,PM2.5,43,8.4,0.008757472
厢式货车,PM2.5,44,8.4,0.008757472
厢式货车,PM2.5,45,8.4,0.008757472
厢式货车,PM2.5,46,8.4,0.008757472
厢式货车,PM2.5,47,8.4,0.008757472
厢式货车,PM2.5,48,8.4,0.008757472
厢式货车,PM2.5,49,8.4,0.008757472
厢式货车,PM2.5,50,8.4,0.008757472
厢式货车,PM2.5,51,8.4,0.008757472
厢式货车,PM2.5,52,8.4,0.008757472
厢式货车,PM2.5,53,8.4,0.008757472
厢式货车,PM2.5,54,8.4,0.008757472
厢式货车,PM2.5,55,8.4,0.008757472
厢式货车,PM2.5,56,8.4,0.008757472
厢式货车,PM2.5,57,8.4,0.008757472
厢式货车,PM2.5,58,8.4,0.008757472
厢式货车,PM2.5,59,8.4,0.008757472
厢式货车,PM2.5,60,8.4,0.008757472
厢式货车,PM2.5,61,8.4,0.008757472
厢式货车,PM2.5,62,8.4,0.008757472
厢式货车,PM2.5,63,8.4,0.008757472
厢式货车,PM2.5,64,8.4,0.008757472
厢式货车,PM2.5,65,8.4,0.008757472
厢式货车,PM2.5,66,8.4,0.008757472
厢式货车,PM2.5,67,8.4,0.008757472
厢式货车,PM2.5,68,8.4,0.008757472
厢式货车,PM2.5,69,8.4,0.008757472
厢式货车,PM2.5,70,8.4,0.008757472
厢式货车,PM2.5,71,8.4,0.008757472
厢式货车,PM2.5,72,8.4,0.008757472
厢式货车,PM2.5,73,8.4,0.008757472
厢式货车,PM2.5,74,8.4,0.008757472
厢式货车,PM2.5,75,8.4,0.008757472
厢式货车,PM2.5,76,8.4,0.008757472
厢式货车,PM2.5,77,8.4,0.008757472
厢式货车,PM2.5,78,8.4,0.008757472
厢式货车,PM2.5,79,8.4,0.008757472
厢式货车,PM2.5,80,8.4,0.008757472
厢式货车,PM2.5,81,8.4,0.001178306
厢式货车,PM2.5,82,8.4,0.001178306
厢式货车,PM2.5,83,8.4,0.001178306
厢式货车,PM2.5,84,8.4,0.001178306
厢式货车,PM2.5,85,8.4,0.001178306
厢式货车,PM2.5,86,8.4,0.001178306
厢式货车,PM2.5,87,8.4,0.001178306
厢式货车,PM2.5,88,8.4,0.001178306
厢式货车,PM2.5,89,8.4,0.001178306
厢式货车,PM2.5,90,8.4,0.001178306
厢式货车,PM2.5,91,8.4,0.001178306
厢式货车,PM2.5,92,8.4,0.001178306
厢式货车,PM2.5,93,8.4,0.001178306
厢式货车,PM2.5,94,8.4,0.001178306
厢式货车,PM2.5,95,8.4,0.001178306
厢式货车,PM2.5,96,8.4,0.001178306
厢式货车,PM2.5,97,8.4,0.001178306
厢式货车,PM2.5,98,8.4,0.001178306
厢式货车,PM2.5,99,8.4,0.001178306
厢式货车,PM2.5,100,8.4,0.001178306
厢式货车,PM2.5,101,8.4,0.001178306
厢式货车,PM2.5,102,8.4,0.001178306
厢式货车,PM2.5,103,8.4,0.001178306
厢式货车,PM2.5,104,8.4,0.001178306
厢式货车,PM2.5,105,8.4,0.001178306
厢式货车,PM2.5,106,8.4,0.001178306
厢式货车,PM2.5,107,8.4,0.001178306
厢式货车,PM2.5,108,8.4,0.001178306
厢式货车,PM2.5,109,8.4,0.001178306
厢式货车,PM2.5,110,8.4,0.001178306
厢式货车,PM2.5,111,8.4,0.001178306
厢式货车,PM2.5,112,8.4,0.001178306
厢式货车,PM2.5,113,8.4,0.001178306
厢式货车,PM2.5,114,8.4,0.001178306
厢式货车,PM2.5,115,8.4,0.001178306
厢式货车,PM2.5,116,8.4,0.001178306
厢式货车,PM2.5,117,8.4,0.001178306
厢式货车,PM2.5,118,8.4,0.001178306
厢式货车,PM2.5,119,8.4,0.001178306
厢式货车,PM2.5,120,8.4,0.001178306
厢式货车,PM2.5,121,8.4,0.001178306
厢式货车,PM2.5,122,8.4,0.001178306
厢式货车,PM2.5,123,8.4,0.001178306
厢式货车,PM2.5,124,8.4,0.001178306
厢式货车,PM2.5,125,8.4,0.001178306
厢式货车,PM2.5,126,8.4,0.001178306
厢式货车,PM2.5,127,8.4,0.001178306
厢式货车,PM2.5,128,8.4,0.001178306
厢式货车,PM2.5,129,8.4,0.001178306
厢式货车,PM2.5,130,8.4,0.001178306
厢式货车,PM2.5,131,8.4,0.001178306
厢式货车,PM2.5,132,8.4,0.001178306
厢式货车,PM2.5,133,8.4,0.001178306
厢式货车,PM2.5,134,8.4,0.001178306
厢式货车,PM2.5,135,8.4,0.001178306
厢式货车,PM2.5,136,8.4,0.001178306
厢式货车,PM2.5,137,8.4,0.001178306
厢式货车,PM2.5,138,8.4,0.001178306
厢式货车,PM2.5,139,8.4,0.001178306
厢式货车,PM2.5,140,8.4,0.001178306
厢式货车,PM2.5,0,8.5,4.121083e-05
厢式货车,PM2.5,1,8.5,4.121083e-05
厢式货车,PM2.5,2,8.5,7.146806e-05
厢式货车,PM2.5,3,8.5,0.0001708694
厢式货车,PM2.5,4,8.5,0.0001708694
厢式货车,PM2.5,5,8.5,0.0001708694
厢式货车,PM2.5,6,8.5,0.0002074083
厢式货车,PM2.5,7,8.5,0.0002074083
厢式货车,PM2.5,8,8.5,0.0003377556
厢式货车,PM2.5,9,8.5,0.0003377556
厢式货车,PM2.5,10,8.5,0.0003377556
厢式货车,PM2.5,11,8.5,0.0006421944
厢式货车,PM2.5,12,8.5,0.0006421944
厢式货车,PM2.5,13,8.5,0.0006421944
厢式货车,PM2.5,14,8.5,0.0006421944
厢式货车,PM2.5,15,8.5,0.0006421944
厢式货车,PM2.5,16,8.5,0.0006421944
厢式货车,PM2.5,17,8.5,0.0006421944
厢式货车,PM2.5,18,8.5,0.0006421944
厢式货车,PM2.5,19,8.5,0.0006421944
厢式货车,PM2.5,20,8.5,0.0006421944
厢式货车,PM2.5,21,8.5,0.0006421944
厢式货车,PM2.5,22,8.5,0.0006421944
厢式货车,PM2.5,23,8.5,0.0006421944
厢式货车,PM2.5,24,8.5,0.0006421944
厢式货车,PM2.5,25,8.5,0.0006421944
厢式货车,PM2.5,26,8.5,0.0006421944
厢式货车,PM2.5,27,8.5,0.0006421944
厢式货车,PM2.5,28,8.5,0.0006421944
厢式货车,PM2.5,29,8.5,0.0006421944
厢式货车,PM2.5,30,8.5,0.0006421944
厢式货车,PM2.5,31,8.5,0.0006421944
厢式货车,PM2.5,32,8.5,0.0006421944
厢式货车,PM2.5,33,8.5,0.0006421944
厢式货车,PM2.5,34,8.5,0.0006421944
厢式货车,PM2.5,35,8.5,0.0006421944
厢式货车,PM2.5,36,8.5,0.0006421944
厢式货车,PM2.5,37,8.5,0.0006421944
厢式货车,PM2.5,38,8.5,0.0006421944
厢式货车,PM2.5,39,8.5,0.0006421944
厢式货车,PM2.5,40,8.5,0.0006421944
厢式货车,PM2.5,41,8.5,0.008757472
厢式货车,PM2.5,42,8.5,0.008757472
厢式货车,PM2.5,43,8.5,0.008757472
厢式货车,PM2.5,44,8.5,0.008757472
厢式货车,PM2.5,45,8.5,0.008757472
厢式货车,PM2.5,46,8.5,0.008757472
厢式货车,PM2.5,47,8.5,0.008757472
厢式货车,PM2.5,48,8.5,0.008757472
厢式货车,PM2.5,49,8.5,0.008757472
厢式货车,PM2.5,50,8.5,0.008757472
厢式货车,PM2.5,51,8.5,0.008757472
厢式货车,PM2.5,52,8.5,0.008757472
厢式货车,PM2.5,53,8.5,0.008757472
厢式货车,PM2.5,54,8.5,0.008757472
厢式货车,PM2.5,55,8.5,0.008757472
厢式货车,PM2.5,56,8.5,0.008757472
厢式货车,PM2.5,57,8.5,0.008757472
厢式货车,PM2.5,58,8.5,0.008757472
厢式货车,PM2.5,59,8.5,0.008757472
厢式货车,PM2.5,60,8.5,0.008757472
厢式货车,PM2.5,61,8.5,0.008757472
厢式货车,PM2.5,62,8.5,0.008757472
厢式货车,PM2.5,63,8.5,0.008757472
厢式货车,PM2.5,64,8.5,0.008757472
厢式货车,PM2.5,65,8.5,0.008757472
厢式货车,PM2.5,66,8.5,0.008757472
厢式货车,PM2.5,67,8.5,0.008757472
厢式货车,PM2.5,68,8.5,0.008757472
厢式货车,PM2.5,69,8.5,0.008757472
厢式货车,PM2.5,70,8.5,0.008757472
厢式货车,PM2.5,71,8.5,0.008757472
厢式货车,PM2.5,72,8.5,0.008757472
厢式货车,PM2.5,73,8.5,0.008757472
厢式货车,PM2.5,74,8.5,0.008757472
厢式货车,PM2.5,75,8.5,0.008757472
厢式货车,PM2.5,76,8.5,0.008757472
厢式货车,PM2.5,77,8.5,0.008757472
厢式货车,PM2.5,78,8.5,0.008757472
厢式货车,PM2.5,79,8.5,0.008757472
厢式货车,PM2.5,80,8.5,0.008757472
厢式货车,PM2.5,81,8.5,0.001178306
厢式货车,PM2.5,82,8.5,0.001178306
厢式货车,PM2.5,83,8.5,0.001178306
厢式货车,PM2.5,84,8.5,0.001178306
厢式货车,PM2.5,85,8.5,0.001178306
厢式货车,PM2.5,86,8.5,0.001178306
厢式货车,PM2.5,87,8.5,0.001178306
厢式货车,PM2.5,88,8.5,0.001178306
厢式货车,PM2.5,89,8.5,0.001178306
厢式货车,PM2.5,90,8.5,0.001178306
厢式货车,PM2.5,91,8.5,0.001178306
厢式货车,PM2.5,92,8.5,0.001178306
厢式货车,PM2.5,93,8.5,0.001178306
厢式货车,PM2.5,94,8.5,0.001178306
厢式货车,PM2.5,95,8.5,0.001178306
厢式货车,PM2.5,96,8.5,0.001178306
厢式货车,PM2.5,97,8.5,0.001178306
厢式货车,PM2.5,98,8.5,0.001178306
厢式货车,PM2.5,99,8.5,0.001178306
厢式货车,PM2.5,100,8.5,0.001178306
厢式货车,PM2.5,101,8.5,0.001178306
厢式货车,PM2.5,102,8.5,0.001178306
厢式货车,PM2.5,103,8.5,0.001178306
厢式货车,PM2.5,104,8.5,0.001178306
厢式货车,PM2.5,105,8.5,0.001178306
厢式货车,PM2.5,106,8.5,0.001178306
厢式货车,PM2.5,107,8.5,0.001178306
厢式货车,PM2.5,108,8.5,0.001178306
厢式货车,PM2.5,109,8.5,0.001178306
厢式货车,PM2.5,110,8.5,0.001178306
厢式货车,PM2.5,111,8.5,0.001178306
厢式货车,PM2.5,112,8.5,0.001178306
厢式货车,PM2.5,113,8.5,0.001178306
厢式货车,PM2.5,114,8.5,0.001178306
厢式货车,PM2.5,115,8.5,0.001178306
厢式货车,PM2.5,116,8.5,0.001178306
厢式货车,PM2.5,117,8.5,0.001178306
厢式货车,PM2.5,118,8.5,0.001178306
厢式货车,PM2.5,119,8.5,0.001178306
厢式货车,PM2.5,120,8.5,0.001178306
厢式货车,PM2.5,121,8.5,0.001178306
厢式货车,PM2.5,122,8.5,0.001178306
厢式货车,PM2.5,123,8.5,0.001178306
厢式货车,PM2.5,124,8.5,0.001178306
厢式货车,PM2.5,125,8.5,0.001178306
厢式货车,PM2.5,126,8.5,0.001178306
厢式货车,PM2.5,127,8.5,0.001178306
厢式货车,PM2.5,128,8.5,0.001178306
厢式货车,PM2.5,129,8.5,0.001178306
厢式货车,PM2.5,130,8.5,0.001178306
厢式货车,PM2.5,131,8.5,0.001178306
厢式货车,PM2.5,132,8.5,0.001178306
厢式货车,PM2.5,133,8.5,0.001178306
厢式货车,PM2.5,134,8.5,0.001178306
厢式货车,PM2.5,135,8.5,0.001178306
厢式货车,PM2.5,136,8.5,0.001178306
厢式货车,PM2.5,137,8.5,0.001178306
厢式货车,PM2.5,138,8.5,0.001178306
厢式货车,PM2.5,139,8.5,0.001178306
厢式货车,PM2.5,140,8.5,0.001178306
厢式货车,PM2.5,0,8.6,4.121083e-05
厢式货车,PM2.5,1,8.6,4.121083e-05
厢式货车,PM2.5,2,8.6,7.146806e-05
厢式货车,PM2.5,3,8.6,0.0001708694
厢式货车,PM2.5,4,8.6,0.0001708694
厢式货车,PM2.5,5,8.6,0.0002074083
厢式货车,PM2.5,6,8.6,0.0002074083
厢式货车,PM2.5,7,8.6,0.0002074083
厢式货车,PM2.5,8,8.6,0.0003377556
厢式货车,PM2.5,9,8.6,0.0003377556
厢式货车,PM2.5,10,8.6,0.0006421944
厢式货车,PM2.5,11,8.6,0.0006421944
厢式货车,PM2.5,12,8.6,0.0006421944
厢式货车,PM2.5,13,8.6,0.0006421944
厢式货车,PM2.5,14,8.6,0.0006421944
